"band","trigram"
"Aerosmith","stop messin round"
"Aerosmith","stop messin round"
"Aerosmith","city boy cought"
"Aerosmith","nitty gritty boy"
"Aerosmith","gritty boy stayin"
"Aerosmith","painted rose yeah"
"Aerosmith","rose yeah yeah"
"Aerosmith","yeah yeah sunshine"
"Aerosmith","yeah sunshine yeah"
"Aerosmith","painted rose yeah"
"Aerosmith","rose yeah yeah"
"Aerosmith","yeah yeah sunshine"
"Aerosmith","yeah sunshine yeah"
"Aerosmith","yeah yeah sunshine"
"Aerosmith","yeah sunshine finer"
"Aerosmith","painted rose sunshine"
"Aerosmith","painted rose sunshine"
"Aerosmith","rose sunshine sunshine"
"Aerosmith","sunshine sunshine yeah"
"Aerosmith","sunshine yeah yeah"
"Aerosmith","yeah yeah sweet"
"Aerosmith","yeah sweet emotion"
"Aerosmith","sweet emotion sweet"
"Aerosmith","emotion sweet emotion"
"Aerosmith","sweet emotion talk"
"Aerosmith","wears ya callin"
"Aerosmith","sweat hog mama"
"Aerosmith","backstage lover set"
"Aerosmith","fire sweet emotion"
"Aerosmith","sweet emotion sweet"
"Aerosmith","emotion sweet emotion"
"Aerosmith","gotta remind ya"
"Aerosmith","remind ya ooooo"
"Aerosmith","kinda feelings saturday"
"Aerosmith","feelings saturday nights"
"Aerosmith","saturday nights god"
"Aerosmith","gotta remind ya"
"Aerosmith","remind ya ooooo"
"Aerosmith","easy ooooo gotta"
"Aerosmith","cups everybody's livin"
"Aerosmith","gotta remind ya"
"Aerosmith","remind ya ooooo"
"Aerosmith","easy gotta gotta"
"Aerosmith","easy gotta gotta"
"Aerosmith","easy ooooo gotta"
"Aerosmith","kinda feelings saturday"
"Aerosmith","feelings saturday nights"
"Aerosmith","saturday nights god"
"Aerosmith","afraid gotta pull"
"Aerosmith","easy tyler perry"
"Aerosmith","tyler perry ballard"
"Aerosmith","perry ballard god"
"Aerosmith","tongue gotta love"
"Aerosmith","sweet tantric priestess"
"Aerosmith","tongue gotta love"
"Aerosmith","stay alive tyler"
"Aerosmith","alive tyler perry"
"Aerosmith","tyler perry hudson"
"Aerosmith","perry hudson dudas"
"Aerosmith","straight jack sanity"
"Aerosmith","drag jellybean thorazine"
"Aerosmith","jellybean thorazine transcendental"
"Aerosmith","thorazine transcendental jet"
"Aerosmith","transcendental jet lag"
"Aerosmith","jet lag sanity"
"Aerosmith","pi'ata sucker punch"
"Aerosmith","sucker punch blowin"
"Aerosmith","punch blowin lunch"
"Aerosmith","blowin lunch motherload"
"Aerosmith","lunch motherload pigeonholed"
"Aerosmith","hare krishna tattoo"
"Aerosmith","ass heh hea"
"Aerosmith","sweet talking hip"
"Aerosmith","talking hip shaking"
"Aerosmith","hip shaking wobble"
"Aerosmith","shaking wobble gonna"
"Aerosmith","wobble gonna blow"
"Aerosmith","double crossin dogs"
"Aerosmith","love love love"
"Aerosmith","get'choo get'choo get'choo"
"Aerosmith","mind doctor doctor"
"Aerosmith","doctor doctor doctor"
"Aerosmith","doctor doctor doctor"
"Aerosmith","doctor doctor feel"
"Aerosmith","floor doctor doctor"
"Aerosmith","doctor doctor doctor"
"Aerosmith","loose harted lady"
"Aerosmith","harted lady anymore"
"Aerosmith","doctor doctor doctor"
"Aerosmith","doctor doctor doctor"
"Aerosmith","doctor doctor doctor"
"Aerosmith","na na doctor"
"Aerosmith","na doctor doctor"
"Aerosmith","doctor doctor doctor"
"Aerosmith","doctor doctor doctor"
"Aerosmith","yeah doctor doctor"
"Aerosmith","doctor doctor doctor"
"Aerosmith","doctor doctor doctor"
"Aerosmith","doctor doctor doctor"
"Aerosmith","repeat thinkin bout"
"Aerosmith","silvery moon joey's"
"Aerosmith","stop rockin tonight"
"Aerosmith","rockin tonight hangin"
"Aerosmith","stop rockin tonight"
"Aerosmith","rockin tonight yeah"
"Aerosmith","tonight yeah yeah"
"Aerosmith","stop rockin tonight"
"Aerosmith","rockin tonight layin"
"Aerosmith","moon eclipse baby"
"Aerosmith","eclipse baby eatin"
"Aerosmith","kickin ass tonight"
"Aerosmith","aerosmith yeah mm"
"Aerosmith","yeah mm mm"
"Aerosmith","mm mm mm"
"Aerosmith","mm mm mm"
"Aerosmith","mm mm mm"
"Aerosmith","mm mm mm"
"Aerosmith","mm mm mm"
"Aerosmith","mm mm mm"
"Aerosmith","mm mm mm"
"Aerosmith","mm mm mm"
"Aerosmith","mm mm mm"
"Aerosmith","mm mm mm"
"Aerosmith","mm mm mm"
"Aerosmith","mm mm mm"
"Aerosmith","mm mm yeah"
"Aerosmith","deep blue sea"
"Aerosmith","kiss uh uh"
"Aerosmith","uh uh huh"
"Aerosmith","deep blue sea"
"Aerosmith","deep blue sea"
"Aerosmith","sneeze yak yak"
"Aerosmith","yak yak yak"
"Aerosmith","yak yak lord"
"Aerosmith","breeze yak yak"
"Aerosmith","yak yak yak"
"Aerosmith","yak yak lord"
"Aerosmith","tongue ooh ooh"
"Aerosmith","whoooo ooh ooh"
"Aerosmith","whooo ooh ooh"
"Aerosmith","yak yak yak"
"Aerosmith","yak yak lord"
"Aerosmith","tongue arf spider"
"Aerosmith","size catches thieves"
"Aerosmith","strong listen bud"
"Aerosmith","friendly neighborhood spider"
"Aerosmith","sphincter boy ow"
"Aerosmith","boy ow wayne's"
"Aerosmith","ow wayne's world"
"Aerosmith","wayne's world wayne's"
"Aerosmith","world wayne's world"
"Aerosmith","excellent wayne's world"
"Aerosmith","wayne's world wayne's"
"Aerosmith","world wayne's world"
"Aerosmith","wayne's world wayne's"
"Aerosmith","world wayne's world"
"Aerosmith","excellent yeah yeah"
"Aerosmith","yea yea yea"
"Aerosmith","yea yea yea"
"Aerosmith","yea yea ye"
"Aerosmith","yea ye yea"
"Aerosmith","ye yea yea"
"Aerosmith","yea yea yea"
"Aerosmith","yea yea yea"
"Aerosmith","yea yea yea"
"Aerosmith","yea yea yea"
"Aerosmith","yea yea yea"
"Aerosmith","yea yea yea"
"Aerosmith","yea yea yeah"
"Aerosmith","yea yeah woah"
"Aerosmith","yeah woah hoaaah"
"Aerosmith","woah hoaaah hooooaaaah"
"Aerosmith","yea yea yea"
"Aerosmith","yea yea yea"
"Aerosmith","yea yea ye"
"Aerosmith","yea ye yea"
"Aerosmith","ye yea yea"
"Aerosmith","yea yea yea"
"Aerosmith","yea yea yea"
"Aerosmith","yea yea yea"
"Aerosmith","yea yea yea"
"Aerosmith","yea yea yea"
"Aerosmith","yea yea yea"
"Aerosmith","yea yea yeah"
"Aerosmith","yea yeah woah"
"Aerosmith","yeah woah hoaaah"
"Aerosmith","woah hoaaah hooooaaaah"
"Aerosmith","uncle sam's loaded"
"Aerosmith","sam's loaded gun"
"Aerosmith","hell aar lucy"
"Aerosmith","aar lucy chromosome"
"Aerosmith","lucy chromosome lucy"
"Aerosmith","chromosome lucy superdome"
"Aerosmith","oil's mexican opec"
"Aerosmith","mexican opec boys"
"Aerosmith","aar lucy superdome"
"Aerosmith","lucy superdome lucy"
"Aerosmith","superdome lucy chromosome"
"Aerosmith","lucy chromosome aar"
"Aerosmith","chromosome aar lucy"
"Aerosmith","aar lucy papadum"
"Aerosmith","lucy papadum lucy"
"Aerosmith","papadum lucy sing"
"Aerosmith","song ah dig"
"Aerosmith","yak yak ak"
"Aerosmith","yak ak ak"
"Aerosmith","ak ak ak"
"Aerosmith","ak ak ak"
"Aerosmith","ak ak aow"
"Aerosmith","ak aow oooh"
"Aerosmith","aow oooh gi"
"Aerosmith","oooh gi gi"
"Aerosmith","gi gi gi"
"Aerosmith","gi gi ga"
"Aerosmith","uncle sam's loaded"
"Aerosmith","sam's loaded gun"
"Aerosmith","hell aar lucy"
"Aerosmith","superdome lucy gimmie"
"Aerosmith","oil's mexican opec"
"Aerosmith","mexican opec boys"
"Aerosmith","aar lucy superdome"
"Aerosmith","lucy superdome lucy"
"Aerosmith","superdome lucy coke"
"Aerosmith","tome aar lucy"
"Aerosmith","aar lucy kill"
"Aerosmith","john lucy sing"
"Aerosmith","song ah dig"
"Aerosmith","reefer headed woman"
"Aerosmith","reefer headed woman"
"Aerosmith","attic lights voices"
"Aerosmith","lights voices scream"
"Aerosmith","dream toys toys"
"Aerosmith","toys toys toys"
"Aerosmith","attic toys toys"
"Aerosmith","toys toys toys"
"Aerosmith","attic toys toys"
"Aerosmith","toys toys toys"
"Aerosmith","attic toys toys"
"Aerosmith","toys toys toys"
"Aerosmith","attic lights voices"
"Aerosmith","lights voices scream"
"Aerosmith","dream toys toys"
"Aerosmith","toys toys toys"
"Aerosmith","attic toys toys"
"Aerosmith","toys toys toys"
"Aerosmith","attic toys toys"
"Aerosmith","toys toys toys"
"Aerosmith","attic toys toys"
"Aerosmith","toys toys toys"
"Aerosmith","attic toys toys"
"Aerosmith","toys toys toys"
"Aerosmith","attic toys toys"
"Aerosmith","toys toys toys"
"Aerosmith","attic toys toys"
"Aerosmith","toys toys toys"
"Aerosmith","real cool jerk"
"Aerosmith","lemon drop martini"
"Aerosmith","drop martini eyes"
"Aerosmith","karma suits youd"
"Aerosmith","suits youd cross"
"Aerosmith","yeah forever shine"
"Aerosmith","trip hoppin yeah"
"Aerosmith","trip hoppin uncle"
"Aerosmith","hoppin uncle salty"
"Aerosmith","uncle salty told"
"Aerosmith","insane uncle salty"
"Aerosmith","uncle salty told"
"Aerosmith","yeah yeah yeah"
"Aerosmith","broken hearted season"
"Aerosmith","la la blow"
"Aerosmith","broken hearted season"
"Aerosmith","broken hearted season"
"Aerosmith","girl yeah yeah"
"Aerosmith","yeah yeah yeah"
"Aerosmith","girl yeah yeah"
"Aerosmith","yeah yeah yeah"
"Aerosmith","broken hearted season"
"Aerosmith","girl yeah yeah"
"Aerosmith","yeah yeah yeah"
"Aerosmith","girl yeah yeah"
"Aerosmith","yeah yeah yeah"
"Aerosmith","girl yeah yeah"
"Aerosmith","yeah yeah yeah"
"Aerosmith","girl yeah yeah"
"Aerosmith","yeah yeah yeah"
"Aerosmith","wolf pack flesh"
"Aerosmith","pack flesh torn"
"Aerosmith","care livin lovin"
"Aerosmith","livin lovin gettin"
"Aerosmith","lovin gettin loose"
"Aerosmith","gettin loose masturbatin"
"Aerosmith","voodoo hoodoo medicine"
"Aerosmith","voodoo hoodoo medicine"
"Aerosmith","voodoo hoodoo medicine"
"Aerosmith","voodoo hoodoo medicine"
"Aerosmith","voodoo hoodoo medicine"
"Aerosmith","voodoo hoodoo medicine"
"Aerosmith","voodoo hoodoo medicine"
"Aerosmith","voodoo hoodoo medicine"
"Aerosmith","voodoo hoodoo medicine"
"Aerosmith","class moolah bolt"
"Aerosmith","moolah bolt ons"
"Aerosmith","bolt ons fast"
"Aerosmith","ons fast car"
"Aerosmith","fast car quick"
"Aerosmith","car quick fix"
"Aerosmith","quick fix freak"
"Aerosmith","hea hea nose"
"Aerosmith","hea nose bleed"
"Aerosmith","nose bleed skull"
"Aerosmith","bleed skull cap"
"Aerosmith","skull cap pissed"
"Aerosmith","yeah boo tay"
"Aerosmith","boo tay hotpants"
"Aerosmith","tay hotpants tan"
"Aerosmith","hotpants tan line"
"Aerosmith","tan line sweet"
"Aerosmith","line sweet stuff"
"Aerosmith","sweet stuff hookah"
"Aerosmith","stuff hookah boo"
"Aerosmith","hookah boo yah"
"Aerosmith","boo yah knocked"
"Aerosmith","cool cat hot"
"Aerosmith","cat hot flash"
"Aerosmith","hype ha ha"
"Aerosmith","aha ha ha"
"Aerosmith","ha ha ha"
"Aerosmith","yeah backstroke lover"
"Aerosmith","air singin hey"
"Aerosmith","singin hey diddle"
"Aerosmith","hey diddle diddle"
"Aerosmith","classy kinda sassy"
"Aerosmith","school gym locker"
"Aerosmith","air singin hey"
"Aerosmith","singin hey diddle"
"Aerosmith","hey diddle diddle"
"Aerosmith","covers gonna talk"
"Aerosmith","sing hey diddle"
"Aerosmith","hey diddle diddle"
"Aerosmith","school girl sweetie"
"Aerosmith","classy kinda sassy"
"Aerosmith","school gym locker"
"Aerosmith","sing hey diddle"
"Aerosmith","hey diddle diddle"
"Aerosmith","july mary mary"
"Aerosmith","bitty bitty white"
"Aerosmith","bitty white shells"
"Aerosmith","white shells pretty"
"Aerosmith","shells pretty maids"
"Aerosmith","sand remember walking"
"Aerosmith","remember walking hand"
"Aerosmith","fingertips remember softly"
"Aerosmith","remember softly softly"
"Aerosmith","sand remember walking"
"Aerosmith","remember walking hand"
"Aerosmith","fingertip remember softly"
"Aerosmith","remember softly softly"
"Aerosmith","wart wart hog"
"Aerosmith","wart hog wart"
"Aerosmith","hog wart wart"
"Aerosmith","wart wart hog"
"Aerosmith","wart hog wart"
"Aerosmith","hog wart wart"
"Aerosmith","wart wart hog"
"Aerosmith","wart hog wart"
"Aerosmith","sick world sick"
"Aerosmith","world sick sick"
"Aerosmith","sick sick sick"
"Aerosmith","sick sick drugs"
"Aerosmith","fags artificial phonies"
"Aerosmith","sick sick sick"
"Aerosmith","wart wart hog"
"Aerosmith","wart hog wart"
"Aerosmith","hog wart wart"
"Aerosmith","wart wart hog"
"Aerosmith","wart hog wart"
"Aerosmith","hog wart wart"
"Aerosmith","wart wart hog"
"Aerosmith","wart hog wart"
"Aerosmith","sick world sick"
"Aerosmith","world sick sick"
"Aerosmith","sick sick sick"
"Aerosmith","ripoff bet drugs"
"Aerosmith","queers artificial phonies"
"Aerosmith","wart wart hog"
"Aerosmith","wart hog wart"
"Aerosmith","hog wart wart"
"Aerosmith","wart wart hog"
"Aerosmith","wart hog wart"
"Aerosmith","hog wart wart"
"Aerosmith","wart wart hog"
"Aerosmith","wart hog wart"
"Aerosmith","hog wart wart"
"Aerosmith","wart wart hog"
"Aerosmith","wart hog wart"
"Aerosmith","hog wart wart"
"Aerosmith","wart wart hog"
"Aerosmith","wart hog wart"
"Aerosmith","hog wart wart"
"Aerosmith","wart wart hog"
"Aerosmith","wart hog wart"
"Aerosmith","hog wart wart"
"Aerosmith","wart wart hog"
"Aerosmith","wart hog wart"
"Aerosmith","hog wart wart"
"Aerosmith","wart wart hog"
"Aerosmith","wart hog wart"
"Aerosmith","hog wart wart"
"Aerosmith","wart wart hog"
"Aerosmith","wart hog wart"
"Aerosmith","hog wart wart"
"Aerosmith","wart wart hog"
"Aerosmith","wart hog wart"
"Aerosmith","hog wart wart"
"Aerosmith","wart wart hog"
"Aerosmith","wart hog wart"
"Aerosmith","hog wart wart"
"Aerosmith","wart wart hog"
"Aerosmith","aurora rocks aurora"
"Aerosmith","rocks aurora rocks"
"Aerosmith","night god bless"
"Aerosmith","rubber aurora rocks"
"Aerosmith","aurora rocks aurora"
"Aerosmith","rocks aurora rocks"
"Aerosmith","aurora rocks goodnight"
"Aerosmith","rocks goodnight pary"
"Aerosmith","oo ee baby"
"Aerosmith","time love jam"
"Aerosmith","pie wham bam"
"Aerosmith","grape vine wham"
"Aerosmith","vine wham bam"
"Aerosmith","walls gotta scrape"
"Aerosmith","late night promises"
"Aerosmith","yeah yeah yeah"
"Aerosmith","jelly roll jane"
"Aerosmith","roll jane rollin"
"Aerosmith","school vamp screamin"
"Aerosmith","love repeat tyler"
"Aerosmith","repeat tyler solomon"
"Aerosmith","downnnnn tyler write"
"Aerosmith","forever suicide's crossin"
"Aerosmith","gingerly tipped toed"
"Aerosmith","yo mama lord"
"Aerosmith","mississippi fred mcdowell"
"Aerosmith","gotta move ch"
"Aerosmith","move ch ch"
"Aerosmith","ch ch ch"
"Aerosmith","ch ch child"
"Aerosmith","found honey whatcha"
"Aerosmith","understand honey whatcha"
"Aerosmith","gonna cut bait"
"Eagles","descends empty pages"
"Eagles","dance dance rebels"
"Eagles","dance molotov cocktail"
"Eagles","dance crazy people"
"Eagles","crazy people walkin"
"Eagles","people walkin round"
"Eagles","dance dance dance"
"Eagles","dance dance wild"
"Eagles","dance wild eyed"
"Eagles","wild eyed pistols"
"Eagles","eyed pistols wavers"
"Eagles","local disco lounge"
"Eagles","vict'ry song woo"
"Eagles","song woo hoo"
"Eagles","woo hoo hoo"
"Eagles","hoo hoo woo"
"Eagles","hoo woo hoo"
"Eagles","woo hoo hoo"
"Eagles","vict'ry song woo"
"Eagles","song woo hoo"
"Eagles","woo hoo hoo"
"Eagles","hoo hoo woo"
"Eagles","hoo woo hoo"
"Eagles","woo hoo hoo"
"Eagles","cold dark cloud"
"Eagles","sweet darlin ohhh"
"Eagles","darlin ohhh ohhh"
"Eagles","sweet dalin uhmmmm"
"Eagles","bitter creek bitter"
"Eagles","creek bitter creek"
"Eagles","bitter creek bitter"
"Eagles","creek bitter creek"
"Eagles","bitter creek doo"
"Eagles","creek doo doo"
"Eagles","doo doo doo"
"Eagles","doo doo doo"
"Eagles","doo doo doo"
"Eagles","doo doo doo"
"Eagles","doo doo doo"
"Eagles","doo doo doo"
"Eagles","doo doo doo"
"Eagles","doo doo doo"
"Eagles","doo doo doo"
"Eagles","doo doo doo"
"Eagles","doo doo doo"
"Eagles","doo doo doo"
"Eagles","doo doo doo"
"Eagles","doo doo doo"
"Eagles","doo doo doo"
"Eagles","steal em blind"
"Eagles","race bitter creek"
"Eagles","bitter creek doo"
"Eagles","creek doo doo"
"Eagles","doo doo doo"
"Eagles","doo doo doo"
"Eagles","doo doo doo"
"Eagles","doo doo doo"
"Eagles","doo doo doo"
"Eagles","doo doo doo"
"Eagles","doo doo doo"
"Eagles","doo doo doo"
"Eagles","doo doo doo"
"Eagles","doo doo doo"
"Eagles","doo doo doo"
"Eagles","poor boy raised"
"Eagles","finally convinced yeah"
"Eagles","convinced yeah yeah"
"Eagles","yeah yeah yeah"
"Eagles","yeah yeah yeah"
"Eagles","yeah yeah yeah"
"Eagles","yeah yeah woo"
"Eagles","tomorrow desperado desperado"
"Eagles","blood thirsty bystanders"
"Eagles","seats watch em"
"Eagles","watch em duelin"
"Eagles","em duelin doolin"
"Eagles","duelin doolin dalton"
"Eagles","love dirty laundry"
"Eagles","dirty laundry kick"
"Eagles","laundry kick em"
"Eagles","bubble headed bleach"
"Eagles","headed bleach blond"
"Eagles","dirty laundry kick"
"Eagles","laundry kick em"
"Eagles","stiff kick em"
"Eagles","stiff kick em"
"Eagles","love dirty laundry"
"Eagles","dirty laundry kick"
"Eagles","laundry kick em"
"Eagles","duelin doolin dalton"
"Eagles","faithless women red"
"Eagles","women red eye"
"Eagles","red eye whiskey"
"Eagles","brothers lyin dead"
"Eagles","movin doolin dalton"
"Eagles","doolin dalton til"
"Eagles","stir crazy lord"
"Eagles","changed til bill"
"Eagles","til bill doolin"
"Eagles","bill doolin met"
"Eagles","doolin met bill"
"Eagles","met bill dalton"
"Eagles","tomorrow desperado desperado"
"Eagles","blood thirsty bystanders"
"Eagles","seats watch em"
"Eagles","watch em duelin"
"Eagles","em duelin doolin"
"Eagles","duelin doolin dalton"
"Eagles","sun reading books"
"Eagles","playing crazy music"
"Eagles","aaahhhh ahhhh ahhhhh"
"Eagles","ahhhh ahhhhh ahhh"
"Eagles","love glenn frey"
"Eagles","glenn frey written"
"Eagles","glenn frey jack"
"Eagles","frey jack tempchin"
"Eagles","love someone's gonna"
"Eagles","someone's gonna cry"
"Eagles","lord mmm funky"
"Eagles","hair hurts funky"
"Eagles","party hardy baby"
"Eagles","hardy baby funky"
"Eagles","lotta people cryin"
"Eagles","lawyers kill em"
"Eagles","kill em tonight"
"Eagles","lotta people cryin"
"Eagles","lawyers kill em"
"Eagles","kill em tonight"
"Eagles","glory bound truckin"
"Eagles","doin ev'ry girl's"
"Eagles","sticky situations feelin"
"Eagles","glory bound somebody's"
"Eagles","bound somebody's gonna"
"Eagles","somebody's gonna hurt"
"Eagles","moon's shinin bright"
"Eagles","heartache baby somebody's"
"Eagles","baby somebody's gonna"
"Eagles","somebody's gonna hurt"
"Eagles","else's war dont"
"Eagles","yonder cool water"
"Eagles","cool water running"
"Eagles","world tomorrow repeat"
"Eagles","blooming southern california"
"Eagles","hollywood waltz springtime"
"Eagles","dark desert highway"
"Eagles","desert highway cool"
"Eagles","highway cool wind"
"Eagles","hair warm smell"
"Eagles","head grew heavy"
"Eagles","sight grew dim"
"Eagles","pretty pretty boys"
"Eagles","courtyard sweet summer"
"Eagles","sweet summer sweat"
"Eagles","nice surprise bring"
"Eagles","cold winds blow"
"Eagles","winds blow warmed"
"Eagles","raging wind cooling"
"Eagles","wind cooling waters"
"Eagles","day city streets"
"Eagles","leavin james dean"
"Eagles","james dean james"
"Eagles","dean james dean"
